"","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"507",231,"13-07-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,27,100,63,"rainy",2,1
"508",231,"16-07-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,24,83,46,"rainy",2,1
"509",231,"20-07-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,21,102,55,"rainy",2,1
"510",231,"23-07-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,28,73,44,"rainy",2,1
"511",231,"27-07-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,17,50,31,"rainy",2,1
"512",231,"30-07-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,18,75,54,"rainy",2,1
"513",231,"03-08-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,21,93,51,"rainy",3,1
"514",231,"06-08-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,23,92,40,"rainy",3,1
"515",231,"10-08-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,23,84,34,"rainy",3,1
"516",231,"13-08-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,20,70,26,"rainy",3,1
"517",231,"17-08-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,20,94,40,"rainy",3,1
"518",231,"20-08-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,23,86,36,"rainy",3,1
"519",231,"24-08-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,20,102,35,"rainy",3,1
"520",231,"27-08-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,18,86,58,"rainy",3,1
"521",231,"31-08-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,23,97,33,"rainy",3,1
"522",231,"03-09-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,28,117,54,"rainy",3,1
"523",231,"07-09-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,25,101,36,"rainy",3,1
"524",231,"10-09-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,28,94,48,"rainy",3,1
"525",231,"14-09-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,21,102,65,"rainy",3,1
"526",231,"17-09-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,26,91,47,"rainy",3,1
"527",231,"21-09-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,24,114,57,"rainy",3,1
"528",231,"24-09-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,26,89,44,"rainy",3,1
"529",231,"28-09-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,28,94,40,"rainy",3,1
"530",231,"01-10-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,25,96,52,"winter",3,1
"531",231,"05-10-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,25,88,61,"winter",3,1
"532",231,"08-10-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,23,80,37,"winter",3,1
"533",231,"12-10-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,23,101,49,"winter",3,1
"534",231,"15-10-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,23,82,55,"winter",3,1
"535",231,"19-10-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,20,93,49,"winter",3,1
"536",231,"22-10-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,24,94,57,"winter",3,1
"537",231,"26-10-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,22,92,52,"winter",3,1
"538",231,"29-10-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,26,102,58,"winter",3,1
"539",231,"02-11-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,25,100,60,"winter",3,1
"540",231,"05-11-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,22,105,51,"winter",3,1
"541",231,"09-11-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,24,98,55,"winter",3,1
"542",231,"12-11-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,21,97,58,"winter",3,1
"543",231,"16-11-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,23,98,49,"winter",3,1
"544",231,"19-11-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,26,107,63,"winter",3,1
"545",231,"23-11-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,26,116,59,"winter",3,1
"546",231,"26-11-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,23,108,67,"winter",3,1
"547",231,"30-11-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,26,119,57,"winter",3,1
"548",231,"03-12-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,23,117,60,"winter",4,1
"549",231,"07-12-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,23,122,65,"winter",4,1
"550",231,"10-12-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,20,109,54,"winter",4,1
"551",231,"14-12-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,20,76,42,"winter",4,1
"552",231,"17-12-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,22,105,49,"winter",4,1
"553",231,"21-12-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,23,105,57,"winter",4,1
"554",231,"24-12-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,24,116,51,"winter",4,1
"555",231,"28-12-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,23,106,62,"winter",4,1
"556",231,"31-12-15","Odisha","Angul","NALCO Township, Angul","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,23,113,51,"winter",4,1
"557",322,"10-02-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,143,45,"winter",1,1
"558",322,"12-02-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,91,27,"winter",1,1
"559",322,"23-02-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,63,19,"winter",1,1
"560",322,"25-02-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,54,17,"winter",1,1
"561",322,"03-03-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,50,21,"summer",1,1
"562",322,"09-03-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,108,38,"summer",1,1
"563",322,"12-03-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,104,29,"summer",1,1
"564",322,"16-03-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,122,46,"summer",1,1
"565",322,"19-03-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,125,42,"summer",1,1
"566",322,"23-03-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,80,39,"summer",1,1
"567",322,"26-03-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,62,23,"summer",1,1
"568",322,"31-03-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,104,36,"summer",1,1
"569",322,"06-04-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,46,17,"summer",2,1
"570",322,"08-04-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,83,34,"summer",2,1
"571",322,"15-04-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,85,39,"summer",2,1
"572",322,"17-04-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,56,23,"summer",2,1
"573",322,"20-04-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,60,19,"summer",2,1
"574",322,"23-04-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,53,21,"summer",2,1
"575",322,"27-04-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,51,26,"summer",2,1
"576",322,"04-05-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,55,15,"summer",2,1
"577",322,"08-05-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,75,18,"summer",2,1
"578",322,"12-05-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,73,18,"summer",2,1
"579",322,"14-05-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,51,17,"summer",2,1
"580",322,"18-05-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,42,15,"summer",2,1
"581",322,"21-05-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,57,17,"summer",2,1
"582",322,"25-05-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,51,21,"summer",2,1
"583",322,"28-05-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,52,19,"summer",2,1
"584",322,"02-06-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,60,28,"summer",2,1
"585",322,"04-06-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,44,25,"summer",2,1
"586",322,"08-06-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,45,28,"summer",2,1
"587",322,"11-06-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,60,27,"summer",2,1
"588",322,"22-06-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,32,13,"summer",2,1
"589",322,"24-06-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,44,14,"summer",2,1
"590",322,"26-06-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,47,21,"summer",2,1
"591",322,"30-06-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,41,23,"summer",2,1
"592",322,"02-07-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,69,27,"rainy",2,1
"593",322,"06-07-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,46,21,"rainy",2,1
"594",322,"09-07-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,48,17,"rainy",2,1
"595",322,"13-07-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,57,26,"rainy",2,1
"596",322,"16-07-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,51,24,"rainy",2,1
"597",322,"29-07-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,32,19,"rainy",2,1
"598",322,"01-08-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,57,24,"rainy",3,1
"599",322,"06-08-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,77,27,"rainy",3,1
"600",322,"10-08-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,75,23,"rainy",3,1
"601",322,"17-08-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,27,13,"rainy",3,1
"602",322,"19-08-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,50,22,"rainy",3,1
"603",322,"24-08-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,74,31,"rainy",3,1
"604",322,"01-09-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,65,22,"rainy",3,1
"605",322,"07-09-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,91,27,"rainy",3,1
"606",322,"10-09-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,65,18,"rainy",3,1
"607",322,"15-09-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,72,28,"rainy",3,1
"608",322,"23-09-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,68,31,"rainy",3,1
"609",322,"30-09-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,78,29,"rainy",3,1
"610",322,"13-10-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,75,33,"winter",3,1
"611",322,"16-10-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,73,23,"winter",3,1
"612",322,"19-10-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,67,29,"winter",3,1
"613",322,"23-10-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,104,38,"winter",3,1
"614",322,"28-10-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,115,42,"winter",3,1
"615",322,"30-10-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,135,46,"winter",3,1
"616",322,"02-11-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,131,55,"winter",3,1
"617",322,"04-11-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,147,61,"winter",3,1
"618",322,"07-11-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,23,156,59,"winter",3,1
"619",322,"11-11-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",18,26,511,331,"winter",3,1
"620",322,"16-11-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,163,65,"winter",3,1
"621",322,"19-11-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,176,68,"winter",3,1
"622",322,"23-11-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,168,61,"winter",3,1
"623",322,"01-12-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,134,56,"winter",4,1
"624",322,"03-12-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,143,29,"winter",4,1
"625",322,"07-12-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,141,57,"winter",4,1
"626",322,"11-12-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,156,58,"winter",4,1
"627",322,"19-12-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,179,56,"winter",4,1
"628",322,"22-12-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,108,32,"winter",4,1
"629",322,"26-12-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,175,64,"winter",4,1
"630",322,"29-12-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,172,55,"winter",4,1
"631",322,"31-12-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,164,54,"winter",4,1
"632",370,"01-01-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,119,38,"winter",1,1
"633",370,"05-01-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,156,48,"winter",1,1
"634",370,"08-01-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,13,97,47,"winter",1,1
"635",370,"12-01-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,123,51,"winter",1,1
"636",370,"15-01-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,120,39,"winter",1,1
"637",370,"19-01-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,117,42,"winter",1,1
"638",370,"21-01-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,105,46,"winter",1,1
"639",370,"27-01-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,128,41,"winter",1,1
"640",370,"30-01-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,14,128,49,"winter",1,1
"641",370,"02-02-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,154,52,"winter",1,1
"642",370,"05-02-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,114,45,"winter",1,1
"643",370,"09-02-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,122,51,"winter",1,1
"644",370,"12-02-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,13,111,39,"winter",1,1
"645",370,"15-02-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,113,57,"winter",1,1
"646",370,"20-02-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,102,48,"winter",1,1
"647",370,"23-02-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,13,120,60,"winter",1,1
"648",370,"26-02-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,13,126,55,"winter",1,1
"649",370,"02-03-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,14,107,62,"summer",1,1
"650",370,"07-03-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,106,55,"summer",1,1
"651",370,"09-03-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,126,58,"summer",1,1
"652",370,"12-03-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,114,50,"summer",1,1
"653",370,"13-03-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,107,65,"summer",1,1
"654",370,"16-03-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,131,52,"summer",1,1
"655",370,"19-03-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,104,48,"summer",1,1
"656",370,"26-03-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,107,44,"summer",1,1
"657",370,"30-03-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,112,59,"summer",1,1
"658",370,"02-04-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,121,41,"summer",2,1
"659",370,"06-04-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,166,45,"summer",2,1
"660",370,"09-04-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,104,45,"summer",2,1
"661",370,"13-04-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,15,112,51,"summer",2,1
"662",370,"16-04-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,13,82,54,"summer",2,1
"663",370,"20-04-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,200,49,"summer",2,1
"664",370,"23-04-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,144,42,"summer",2,1
"665",370,"27-04-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,166,51,"summer",2,1
"666",370,"30-04-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,15,151,56,"summer",2,1
"667",370,"04-05-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,17,160,38,"summer",2,1
"668",370,"07-05-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,17,169,40,"summer",2,1
"669",370,"11-05-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,15,146,35,"summer",2,1
"670",370,"14-05-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,16,135,48,"summer",2,1
"671",370,"18-05-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,14,152,47,"summer",2,1
"672",370,"21-05-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,14,97,36,"summer",2,1
"673",370,"25-05-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,16,118,51,"summer",2,1
"674",370,"28-05-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,16,115,47,"summer",2,1
"675",370,"01-06-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,13,103,44,"summer",2,1
